"0,0,0,0,0,0,0,0,0",5,1,1,2014-06-13 01:09:28.625530
"0,0,0,0,-1,0,0,0,0",2,1,1,2014-06-13 01:09:28.625530
"0,-1,0,0,1,0,0,0,0",3,1,1,2014-06-13 01:09:28.625530
"0,1,-1,0,-1,0,0,0,0",6,1,1,2014-06-13 01:09:28.625530
"0,-1,1,0,1,-1,0,0,0",1,1,1,2014-06-13 01:09:28.625530
"-1,1,-1,0,-1,1,0,0,0",7,1,1,2014-06-13 01:09:28.625530
"1,-1,1,0,1,-1,-1,0,0",4,1,1,2014-06-13 01:09:28.625530
"-1,1,-1,-1,-1,1,1,0,0",8,1,1,2014-06-13 01:09:28.625530
"1,-1,1,1,1,-1,-1,-1,0",9,1,1,2014-06-13 01:09:28.625530
"0,0,0,0,0,0,0,0,0",5,1,1,2014-06-13 01:09:28.834647
"0,0,0,0,-1,0,0,0,0",2,1,1,2014-06-13 01:09:28.834647
"0,-1,0,0,1,0,0,0,0",3,1,1,2014-06-13 01:09:28.834647
"0,1,-1,0,-1,0,0,0,0",6,1,1,2014-06-13 01:09:28.834647
"0,-1,1,0,1,-1,0,0,0",1,1,1,2014-06-13 01:09:28.834647
"-1,1,-1,0,-1,1,0,0,0",7,1,1,2014-06-13 01:09:28.834647
"1,-1,1,0,1,-1,-1,0,0",4,1,1,2014-06-13 01:09:28.834647
"-1,1,-1,-1,-1,1,1,0,0",8,1,1,2014-06-13 01:09:28.834647
"1,-1,1,1,1,-1,-1,-1,0",9,1,1,2014-06-13 01:09:28.834647
"0,0,0,0,0,0,0,0,0",7,1,1,2014-06-13 01:09:28.834647
"0,0,0,0,0,0,-1,0,0",8,1,1,2014-06-13 01:09:28.834647
"0,0,0,0,0,0,1,-1,0",1,1,1,2014-06-13 01:09:28.834647
"-1,0,0,0,0,0,-1,1,0",5,1,1,2014-06-13 01:09:28.834647
"1,0,0,0,-1,0,1,-1,0",4,1,1,2014-06-13 01:09:28.834647
"0,0,0,0,0,0,0,0,0",5,1,0,2014-06-13 01:09:29.692214
"0,0,0,0,-1,0,0,0,0",2,1,0,2014-06-13 01:09:29.692214
"0,-1,0,0,1,0,0,0,0",3,1,0,2014-06-13 01:09:29.692214
"0,1,-1,0,-1,0,0,0,0",6,1,0,2014-06-13 01:09:29.692214
"0,-1,1,0,1,-1,0,0,0",1,1,0,2014-06-13 01:09:29.692214
"-1,1,-1,0,-1,1,0,0,0",7,1,0,2014-06-13 01:09:29.692214
"1,-1,1,0,1,-1,-1,0,0",4,1,0,2014-06-13 01:09:29.692214
"-1,1,-1,-1,-1,1,1,0,0",8,1,0,2014-06-13 01:09:29.692214
"1,-1,1,1,1,-1,-1,-1,0",9,1,0,2014-06-13 01:09:29.692214
"0,0,0,0,0,0,0,0,0",7,1,0,2014-06-13 01:09:29.692214
"0,0,0,0,0,0,-1,0,0",8,1,0,2014-06-13 01:09:29.692214
"0,0,0,0,0,0,1,-1,0",1,1,0,2014-06-13 01:09:29.692214
"-1,0,0,0,0,0,-1,1,0",5,1,0,2014-06-13 01:09:29.692214
"1,0,0,0,-1,0,1,-1,0",4,1,0,2014-06-13 01:09:29.692214
"0,0,0,0,0,0,0,0,0",4,1,0,2014-06-13 01:09:29.692214
"0,0,0,-1,0,0,0,0,0",5,1,0,2014-06-13 01:09:29.692214
"0,0,0,1,-1,0,0,0,0",3,1,0,2014-06-13 01:09:29.692214
"0,0,-1,-1,1,0,0,0,0",7,1,0,2014-06-13 01:09:29.692214
"0,0,1,1,-1,0,-1,0,0",6,1,0,2014-06-13 01:09:29.692214
"0,0,-1,-1,1,-1,1,0,0",2,1,0,2014-06-13 01:09:29.692214
"0,-1,1,1,-1,1,-1,0,0",1,1,0,2014-06-13 01:09:29.692214
"-1,1,-1,-1,1,-1,1,0,0",9,1,0,2014-06-13 01:09:29.692214
"1,-1,1,1,-1,1,-1,0,-1",8,1,0,2014-06-13 01:09:29.692214
"0,0,0,0,0,0,0,0,0",5,1,1,2014-06-13 01:09:31.182592
"0,0,0,0,-1,0,0,0,0",2,1,1,2014-06-13 01:09:31.182592
"0,-1,0,0,1,0,0,0,0",3,1,1,2014-06-13 01:09:31.182592
"0,1,-1,0,-1,0,0,0,0",6,1,1,2014-06-13 01:09:31.182592
"0,-1,1,0,1,-1,0,0,0",1,1,1,2014-06-13 01:09:31.182592
"-1,1,-1,0,-1,1,0,0,0",7,1,1,2014-06-13 01:09:31.182592
"1,-1,1,0,1,-1,-1,0,0",4,1,1,2014-06-13 01:09:31.182592
"-1,1,-1,-1,-1,1,1,0,0",8,1,1,2014-06-13 01:09:31.182592
"1,-1,1,1,1,-1,-1,-1,0",9,1,1,2014-06-13 01:09:31.182592
"0,0,0,0,0,0,0,0,0",7,1,1,2014-06-13 01:09:31.182592
"0,0,0,0,0,0,-1,0,0",8,1,1,2014-06-13 01:09:31.182592
"0,0,0,0,0,0,1,-1,0",1,1,1,2014-06-13 01:09:31.182592
"-1,0,0,0,0,0,-1,1,0",5,1,1,2014-06-13 01:09:31.182592
"1,0,0,0,-1,0,1,-1,0",4,1,1,2014-06-13 01:09:31.182592
"0,0,0,0,0,0,0,0,0",4,1,1,2014-06-13 01:09:31.182592
"0,0,0,-1,0,0,0,0,0",5,1,1,2014-06-13 01:09:31.182592
"0,0,0,1,-1,0,0,0,0",3,1,1,2014-06-13 01:09:31.182592
"0,0,-1,-1,1,0,0,0,0",7,1,1,2014-06-13 01:09:31.182592
"0,0,1,1,-1,0,-1,0,0",6,1,1,2014-06-13 01:09:31.182592
"0,0,-1,-1,1,-1,1,0,0",2,1,1,2014-06-13 01:09:31.182592
"0,-1,1,1,-1,1,-1,0,0",1,1,1,2014-06-13 01:09:31.182592
"-1,1,-1,-1,1,-1,1,0,0",9,1,1,2014-06-13 01:09:31.182592
"1,-1,1,1,-1,1,-1,0,-1",8,1,1,2014-06-13 01:09:31.182592
"0,0,0,0,0,0,0,0,0",3,1,1,2014-06-13 01:09:31.182592
"0,0,-1,0,0,0,0,0,0",2,1,1,2014-06-13 01:09:31.182592
"0,-1,1,0,0,0,0,0,0",9,1,1,2014-06-13 01:09:31.182592
"0,1,-1,0,0,0,0,0,-1",5,1,1,2014-06-13 01:09:31.182592
"0,-1,1,0,-1,0,0,0,1",4,1,1,2014-06-13 01:09:31.182592
"0,1,-1,-1,1,0,0,0,-1",1,1,1,2014-06-13 01:09:31.182592
"-1,-1,1,1,-1,0,0,0,1",6,1,1,2014-06-13 01:09:31.182592
"0,0,0,0,0,0,0,0,0",5,1,1,2014-06-13 01:09:33.554544
"0,0,0,0,-1,0,0,0,0",2,1,1,2014-06-13 01:09:33.554544
"0,-1,0,0,1,0,0,0,0",3,1,1,2014-06-13 01:09:33.554544
"0,1,-1,0,-1,0,0,0,0",6,1,1,2014-06-13 01:09:33.554544
"0,-1,1,0,1,-1,0,0,0",1,1,1,2014-06-13 01:09:33.554544
"-1,1,-1,0,-1,1,0,0,0",7,1,1,2014-06-13 01:09:33.554544
"1,-1,1,0,1,-1,-1,0,0",4,1,1,2014-06-13 01:09:33.554544
"-1,1,-1,-1,-1,1,1,0,0",8,1,1,2014-06-13 01:09:33.554544
"1,-1,1,1,1,-1,-1,-1,0",9,1,1,2014-06-13 01:09:33.554544
"0,0,0,0,0,0,0,0,0",7,1,1,2014-06-13 01:09:33.554544
"0,0,0,0,0,0,-1,0,0",8,1,1,2014-06-13 01:09:33.554544
"0,0,0,0,0,0,1,-1,0",1,1,1,2014-06-13 01:09:33.554544
"-1,0,0,0,0,0,-1,1,0",5,1,1,2014-06-13 01:09:33.554544
"1,0,0,0,-1,0,1,-1,0",4,1,1,2014-06-13 01:09:33.554544
"0,0,0,0,0,0,0,0,0",4,1,1,2014-06-13 01:09:33.554544
"0,0,0,-1,0,0,0,0,0",5,1,1,2014-06-13 01:09:33.554544
"0,0,0,1,-1,0,0,0,0",3,1,1,2014-06-13 01:09:33.554544
"0,0,-1,-1,1,0,0,0,0",7,1,1,2014-06-13 01:09:33.554544
"0,0,1,1,-1,0,-1,0,0",6,1,1,2014-06-13 01:09:33.554544
"0,0,-1,-1,1,-1,1,0,0",2,1,1,2014-06-13 01:09:33.554544
"0,-1,1,1,-1,1,-1,0,0",1,1,1,2014-06-13 01:09:33.554544
"-1,1,-1,-1,1,-1,1,0,0",9,1,1,2014-06-13 01:09:33.554544
"1,-1,1,1,-1,1,-1,0,-1",8,1,1,2014-06-13 01:09:33.554544
"0,0,0,0,0,0,0,0,0",3,1,1,2014-06-13 01:09:33.554544
"0,0,-1,0,0,0,0,0,0",2,1,1,2014-06-13 01:09:33.554544
"0,-1,1,0,0,0,0,0,0",9,1,1,2014-06-13 01:09:33.554544
"0,1,-1,0,0,0,0,0,-1",5,1,1,2014-06-13 01:09:33.554544
"0,-1,1,0,-1,0,0,0,1",4,1,1,2014-06-13 01:09:33.554544
"0,1,-1,-1,1,0,0,0,-1",1,1,1,2014-06-13 01:09:33.554544
"-1,-1,1,1,-1,0,0,0,1",6,1,1,2014-06-13 01:09:33.554544
"0,0,0,0,0,0,0,0,0",4,1,1,2014-06-13 01:09:33.554544
"0,0,0,-1,0,0,0,0,0",9,1,1,2014-06-13 01:09:33.554544
"0,0,0,1,0,0,0,0,-1",7,1,1,2014-06-13 01:09:33.554544
"0,0,0,-1,0,0,-1,0,1",6,1,1,2014-06-13 01:09:33.554544
"0,0,0,1,0,-1,1,0,-1",2,1,1,2014-06-13 01:09:33.554544
"0,-1,0,-1,0,1,-1,0,1",3,1,1,2014-06-13 01:09:33.554544
"0,0,0,0,0,0,0,0,0",5,1,1,2014-06-13 01:09:38.093518
"0,0,0,0,-1,0,0,0,0",2,1,1,2014-06-13 01:09:38.093518
"0,-1,0,0,1,0,0,0,0",3,1,1,2014-06-13 01:09:38.093518
"0,1,-1,0,-1,0,0,0,0",6,1,1,2014-06-13 01:09:38.093518
"0,-1,1,0,1,-1,0,0,0",1,1,1,2014-06-13 01:09:38.093518
"-1,1,-1,0,-1,1,0,0,0",7,1,1,2014-06-13 01:09:38.093518
"1,-1,1,0,1,-1,-1,0,0",4,1,1,2014-06-13 01:09:38.093518
"-1,1,-1,-1,-1,1,1,0,0",8,1,1,2014-06-13 01:09:38.093518
"1,-1,1,1,1,-1,-1,-1,0",9,1,1,2014-06-13 01:09:38.093518
"0,0,0,0,0,0,0,0,0",7,1,1,2014-06-13 01:09:38.093518
"0,0,0,0,0,0,-1,0,0",8,1,1,2014-06-13 01:09:38.093518
"0,0,0,0,0,0,1,-1,0",1,1,1,2014-06-13 01:09:38.093518
"-1,0,0,0,0,0,-1,1,0",5,1,1,2014-06-13 01:09:38.093518
"1,0,0,0,-1,0,1,-1,0",4,1,1,2014-06-13 01:09:38.093518
"0,0,0,0,0,0,0,0,0",4,1,1,2014-06-13 01:09:38.093518
"0,0,0,-1,0,0,0,0,0",5,1,1,2014-06-13 01:09:38.093518
"0,0,0,1,-1,0,0,0,0",3,1,1,2014-06-13 01:09:38.093518
"0,0,-1,-1,1,0,0,0,0",7,1,1,2014-06-13 01:09:38.093518
"0,0,1,1,-1,0,-1,0,0",6,1,1,2014-06-13 01:09:38.093518
"0,0,-1,-1,1,-1,1,0,0",2,1,1,2014-06-13 01:09:38.093518
"0,-1,1,1,-1,1,-1,0,0",1,1,1,2014-06-13 01:09:38.093518
"-1,1,-1,-1,1,-1,1,0,0",9,1,1,2014-06-13 01:09:38.093518
"1,-1,1,1,-1,1,-1,0,-1",8,1,1,2014-06-13 01:09:38.093518
"0,0,0,0,0,0,0,0,0",3,1,1,2014-06-13 01:09:38.093518
"0,0,-1,0,0,0,0,0,0",2,1,1,2014-06-13 01:09:38.093518
"0,-1,1,0,0,0,0,0,0",9,1,1,2014-06-13 01:09:38.093518
"0,1,-1,0,0,0,0,0,-1",5,1,1,2014-06-13 01:09:38.093518
"0,-1,1,0,-1,0,0,0,1",4,1,1,2014-06-13 01:09:38.093518
"0,1,-1,-1,1,0,0,0,-1",1,1,1,2014-06-13 01:09:38.093518
"-1,-1,1,1,-1,0,0,0,1",6,1,1,2014-06-13 01:09:38.093518
"0,0,0,0,0,0,0,0,0",4,1,1,2014-06-13 01:09:38.093518
"0,0,0,-1,0,0,0,0,0",9,1,1,2014-06-13 01:09:38.093518
"0,0,0,1,0,0,0,0,-1",7,1,1,2014-06-13 01:09:38.093518
"0,0,0,-1,0,0,-1,0,1",6,1,1,2014-06-13 01:09:38.093518
"0,0,0,1,0,-1,1,0,-1",2,1,1,2014-06-13 01:09:38.093518
"0,-1,0,-1,0,1,-1,0,1",3,1,1,2014-06-13 01:09:38.093518
"0,0,0,0,0,0,0,0,0",6,1,1,2014-06-13 01:09:38.093518
"0,0,0,0,0,-1,0,0,0",5,1,1,2014-06-13 01:09:38.093518
"0,0,0,0,-1,1,0,0,0",2,1,1,2014-06-13 01:09:38.093518
"0,-1,0,0,1,-1,0,0,0",9,1,1,2014-06-13 01:09:38.093518
"0,1,0,0,-1,1,0,0,-1",8,1,1,2014-06-13 01:09:38.093518
"0,-1,0,0,1,-1,0,-1,1",7,1,1,2014-06-13 01:09:38.093518
"0,1,0,0,-1,1,-1,1,-1",4,1,1,2014-06-13 01:09:38.093518
"0,-1,0,-1,1,-1,1,-1,1",1,1,1,2014-06-13 01:09:38.093518
"0,0,0,0,0,0,0,0,0",5,1,1,2014-06-13 01:09:43.880560
"0,0,0,0,-1,0,0,0,0",2,1,1,2014-06-13 01:09:43.880560
"0,-1,0,0,1,0,0,0,0",3,1,1,2014-06-13 01:09:43.880560
"0,1,-1,0,-1,0,0,0,0",6,1,1,2014-06-13 01:09:43.880560
"0,-1,1,0,1,-1,0,0,0",1,1,1,2014-06-13 01:09:43.880560
"-1,1,-1,0,-1,1,0,0,0",7,1,1,2014-06-13 01:09:43.880560
"1,-1,1,0,1,-1,-1,0,0",4,1,1,2014-06-13 01:09:43.880560
"-1,1,-1,-1,-1,1,1,0,0",8,1,1,2014-06-13 01:09:43.880560
"1,-1,1,1,1,-1,-1,-1,0",9,1,1,2014-06-13 01:09:43.880560
"0,0,0,0,0,0,0,0,0",7,1,1,2014-06-13 01:09:43.880560
"0,0,0,0,0,0,-1,0,0",8,1,1,2014-06-13 01:09:43.880560
"0,0,0,0,0,0,1,-1,0",1,1,1,2014-06-13 01:09:43.880560
"-1,0,0,0,0,0,-1,1,0",5,1,1,2014-06-13 01:09:43.880560
"1,0,0,0,-1,0,1,-1,0",4,1,1,2014-06-13 01:09:43.880560
"0,0,0,0,0,0,0,0,0",4,1,1,2014-06-13 01:09:43.880560
"0,0,0,-1,0,0,0,0,0",5,1,1,2014-06-13 01:09:43.880560
"0,0,0,1,-1,0,0,0,0",3,1,1,2014-06-13 01:09:43.880560
"0,0,-1,-1,1,0,0,0,0",7,1,1,2014-06-13 01:09:43.880560
"0,0,1,1,-1,0,-1,0,0",6,1,1,2014-06-13 01:09:43.880560
"0,0,-1,-1,1,-1,1,0,0",2,1,1,2014-06-13 01:09:43.880560
"0,-1,1,1,-1,1,-1,0,0",1,1,1,2014-06-13 01:09:43.880560
"-1,1,-1,-1,1,-1,1,0,0",9,1,1,2014-06-13 01:09:43.880560
"1,-1,1,1,-1,1,-1,0,-1",8,1,1,2014-06-13 01:09:43.880560
"0,0,0,0,0,0,0,0,0",3,1,1,2014-06-13 01:09:43.880560
"0,0,-1,0,0,0,0,0,0",2,1,1,2014-06-13 01:09:43.880560
"0,-1,1,0,0,0,0,0,0",9,1,1,2014-06-13 01:09:43.880560
"0,1,-1,0,0,0,0,0,-1",5,1,1,2014-06-13 01:09:43.880560
"0,-1,1,0,-1,0,0,0,1",4,1,1,2014-06-13 01:09:43.880560
"0,1,-1,-1,1,0,0,0,-1",1,1,1,2014-06-13 01:09:43.880560
"-1,-1,1,1,-1,0,0,0,1",6,1,1,2014-06-13 01:09:43.880560
"0,0,0,0,0,0,0,0,0",4,1,1,2014-06-13 01:09:43.880560
"0,0,0,-1,0,0,0,0,0",9,1,1,2014-06-13 01:09:43.880560
"0,0,0,1,0,0,0,0,-1",7,1,1,2014-06-13 01:09:43.880560
"0,0,0,-1,0,0,-1,0,1",6,1,1,2014-06-13 01:09:43.880560
"0,0,0,1,0,-1,1,0,-1",2,1,1,2014-06-13 01:09:43.880560
"0,-1,0,-1,0,1,-1,0,1",3,1,1,2014-06-13 01:09:43.880560
"0,0,0,0,0,0,0,0,0",6,1,1,2014-06-13 01:09:43.880560
"0,0,0,0,0,-1,0,0,0",5,1,1,2014-06-13 01:09:43.880560
"0,0,0,0,-1,1,0,0,0",2,1,1,2014-06-13 01:09:43.880560
"0,-1,0,0,1,-1,0,0,0",9,1,1,2014-06-13 01:09:43.880560
"0,1,0,0,-1,1,0,0,-1",8,1,1,2014-06-13 01:09:43.880560
"0,-1,0,0,1,-1,0,-1,1",7,1,1,2014-06-13 01:09:43.880560
"0,1,0,0,-1,1,-1,1,-1",4,1,1,2014-06-13 01:09:43.880560
"0,-1,0,-1,1,-1,1,-1,1",1,1,1,2014-06-13 01:09:43.880560
"0,0,0,0,0,0,0,0,0",4,1,1,2014-06-13 01:09:43.880560
"0,0,0,-1,0,0,0,0,0",3,1,1,2014-06-13 01:09:43.880560
"0,0,-1,1,0,0,0,0,0",1,1,1,2014-06-13 01:09:43.880560
"-1,0,1,-1,0,0,0,0,0",6,1,1,2014-06-13 01:09:43.880560
"1,0,-1,1,0,-1,0,0,0",9,1,1,2014-06-13 01:09:43.880560
"-1,0,1,-1,0,1,0,0,-1",2,1,1,2014-06-13 01:09:43.880560
"1,-1,-1,1,0,-1,0,0,1",5,1,1,2014-06-13 01:09:43.880560
"0,0,0,0,0,0,0,0,0",5,1,1,2014-06-13 01:09:52.705363
"0,0,0,0,-1,0,0,0,0",2,1,1,2014-06-13 01:09:52.705363
"0,-1,0,0,1,0,0,0,0",3,1,1,2014-06-13 01:09:52.705363
"0,1,-1,0,-1,0,0,0,0",6,1,1,2014-06-13 01:09:52.705363
"0,-1,1,0,1,-1,0,0,0",1,1,1,2014-06-13 01:09:52.705363
"-1,1,-1,0,-1,1,0,0,0",7,1,1,2014-06-13 01:09:52.705363
"1,-1,1,0,1,-1,-1,0,0",4,1,1,2014-06-13 01:09:52.705363
"-1,1,-1,-1,-1,1,1,0,0",8,1,1,2014-06-13 01:09:52.705363
"1,-1,1,1,1,-1,-1,-1,0",9,1,1,2014-06-13 01:09:52.705363
"0,0,0,0,0,0,0,0,0",7,1,1,2014-06-13 01:09:52.705363
"0,0,0,0,0,0,-1,0,0",8,1,1,2014-06-13 01:09:52.705363
"0,0,0,0,0,0,1,-1,0",1,1,1,2014-06-13 01:09:52.705363
"-1,0,0,0,0,0,-1,1,0",5,1,1,2014-06-13 01:09:52.705363
"1,0,0,0,-1,0,1,-1,0",4,1,1,2014-06-13 01:09:52.705363
"0,0,0,0,0,0,0,0,0",4,1,1,2014-06-13 01:09:52.705363
"0,0,0,-1,0,0,0,0,0",5,1,1,2014-06-13 01:09:52.705363
"0,0,0,1,-1,0,0,0,0",3,1,1,2014-06-13 01:09:52.705363
"0,0,-1,-1,1,0,0,0,0",7,1,1,2014-06-13 01:09:52.705363
"0,0,1,1,-1,0,-1,0,0",6,1,1,2014-06-13 01:09:52.705363
"0,0,-1,-1,1,-1,1,0,0",2,1,1,2014-06-13 01:09:52.705363
"0,-1,1,1,-1,1,-1,0,0",1,1,1,2014-06-13 01:09:52.705363
"-1,1,-1,-1,1,-1,1,0,0",9,1,1,2014-06-13 01:09:52.705363
"1,-1,1,1,-1,1,-1,0,-1",8,1,1,2014-06-13 01:09:52.705363
"0,0,0,0,0,0,0,0,0",3,1,1,2014-06-13 01:09:52.705363
"0,0,-1,0,0,0,0,0,0",2,1,1,2014-06-13 01:09:52.705363
"0,-1,1,0,0,0,0,0,0",9,1,1,2014-06-13 01:09:52.705363
"0,1,-1,0,0,0,0,0,-1",5,1,1,2014-06-13 01:09:52.705363
"0,-1,1,0,-1,0,0,0,1",4,1,1,2014-06-13 01:09:52.705363
"0,1,-1,-1,1,0,0,0,-1",1,1,1,2014-06-13 01:09:52.705363
"-1,-1,1,1,-1,0,0,0,1",6,1,1,2014-06-13 01:09:52.705363
"0,0,0,0,0,0,0,0,0",4,1,1,2014-06-13 01:09:52.705363
"0,0,0,-1,0,0,0,0,0",9,1,1,2014-06-13 01:09:52.705363
"0,0,0,1,0,0,0,0,-1",7,1,1,2014-06-13 01:09:52.705363
"0,0,0,-1,0,0,-1,0,1",6,1,1,2014-06-13 01:09:52.705363
"0,0,0,1,0,-1,1,0,-1",2,1,1,2014-06-13 01:09:52.705363
"0,-1,0,-1,0,1,-1,0,1",3,1,1,2014-06-13 01:09:52.705363
"0,0,0,0,0,0,0,0,0",6,1,1,2014-06-13 01:09:52.705363
"0,0,0,0,0,-1,0,0,0",5,1,1,2014-06-13 01:09:52.705363
"0,0,0,0,-1,1,0,0,0",2,1,1,2014-06-13 01:09:52.705363
"0,-1,0,0,1,-1,0,0,0",9,1,1,2014-06-13 01:09:52.705363
"0,1,0,0,-1,1,0,0,-1",8,1,1,2014-06-13 01:09:52.705363
"0,-1,0,0,1,-1,0,-1,1",7,1,1,2014-06-13 01:09:52.705363
"0,1,0,0,-1,1,-1,1,-1",4,1,1,2014-06-13 01:09:52.705363
"0,-1,0,-1,1,-1,1,-1,1",1,1,1,2014-06-13 01:09:52.705363
"0,0,0,0,0,0,0,0,0",4,1,1,2014-06-13 01:09:52.705363
"0,0,0,-1,0,0,0,0,0",3,1,1,2014-06-13 01:09:52.705363
"0,0,-1,1,0,0,0,0,0",1,1,1,2014-06-13 01:09:52.705363
"-1,0,1,-1,0,0,0,0,0",6,1,1,2014-06-13 01:09:52.705363
"1,0,-1,1,0,-1,0,0,0",9,1,1,2014-06-13 01:09:52.705363
"-1,0,1,-1,0,1,0,0,-1",2,1,1,2014-06-13 01:09:52.705363
"1,-1,-1,1,0,-1,0,0,1",5,1,1,2014-06-13 01:09:52.705363
"0,0,0,0,0,0,0,0,0",4,1,1,2014-06-13 01:09:52.705363
"0,0,0,-1,0,0,0,0,0",5,1,1,2014-06-13 01:09:52.705363
"0,0,0,1,-1,0,0,0,0",2,1,1,2014-06-13 01:09:52.705363
"0,-1,0,-1,1,0,0,0,0",7,1,1,2014-06-13 01:09:52.705363
"0,1,0,1,-1,0,-1,0,0",6,1,1,2014-06-13 01:09:52.705363
"0,-1,0,-1,1,-1,1,0,0",8,1,1,2014-06-13 01:09:52.705363
"0,1,0,1,-1,1,-1,-1,0",1,1,1,2014-06-13 01:09:52.705363
"-1,-1,0,-1,1,-1,1,1,0",9,1,1,2014-06-13 01:09:52.705363
"0,0,0,0,0,0,0,0,0",5,1,1,2014-06-13 01:10:04.247587
"0,0,0,0,-1,0,0,0,0",2,1,1,2014-06-13 01:10:04.247587
"0,-1,0,0,1,0,0,0,0",3,1,1,2014-06-13 01:10:04.247587
"0,1,-1,0,-1,0,0,0,0",6,1,1,2014-06-13 01:10:04.247587
"0,-1,1,0,1,-1,0,0,0",1,1,1,2014-06-13 01:10:04.247587
"-1,1,-1,0,-1,1,0,0,0",7,1,1,2014-06-13 01:10:04.247587
"1,-1,1,0,1,-1,-1,0,0",4,1,1,2014-06-13 01:10:04.247587
"-1,1,-1,-1,-1,1,1,0,0",8,1,1,2014-06-13 01:10:04.247587
"1,-1,1,1,1,-1,-1,-1,0",9,1,1,2014-06-13 01:10:04.247587
"0,0,0,0,0,0,0,0,0",7,1,1,2014-06-13 01:10:04.247587
"0,0,0,0,0,0,-1,0,0",8,1,1,2014-06-13 01:10:04.247587
"0,0,0,0,0,0,1,-1,0",1,1,1,2014-06-13 01:10:04.247587
"-1,0,0,0,0,0,-1,1,0",5,1,1,2014-06-13 01:10:04.247587
"1,0,0,0,-1,0,1,-1,0",4,1,1,2014-06-13 01:10:04.247587
"0,0,0,0,0,0,0,0,0",4,1,1,2014-06-13 01:10:04.247587
"0,0,0,-1,0,0,0,0,0",5,1,1,2014-06-13 01:10:04.247587
"0,0,0,1,-1,0,0,0,0",3,1,1,2014-06-13 01:10:04.247587
"0,0,-1,-1,1,0,0,0,0",7,1,1,2014-06-13 01:10:04.247587
"0,0,1,1,-1,0,-1,0,0",6,1,1,2014-06-13 01:10:04.247587
